fetched_date,platform,video_id,title,channel_or_user,url,views,likes,comments,published_at,duration_seconds,thumbnail_url,description_snippet
2026-03-12,YouTube,O7Fwiid1ojw,Just chatting and Bgmi  🚀💕 #iQOO #iQOOZ11x,PAYAL GAMING,https://www.youtube.com/watch?v=O7Fwiid1ojw,270661,9889,40,2026-03-12T13:08:50Z,13969,https://i.ytimg.com/vi/O7Fwiid1ojw/hqdefault.jpg,"Become a Member: https://www.youtube.com/payalgaming/join 

★★ SUPPORT VIA GPAY / PHONE PE / PAYTM ★★ 

➤ 8827719192 

★★ EMAIL FOR BUSINESS INQUIRIES ★★ 

payaldhare@8bitcreatives.in

★★ SOCIAL ★★ 

"
2026-03-12,YouTube,RSeaeB166qM,VALO NOW BGMI DONE - #iQOO #iQOOZ11x,Snax Gaming,https://www.youtube.com/watch?v=RSeaeB166qM,206909,13889,7,2026-03-12T13:06:20Z,20097,https://i.ytimg.com/vi/RSeaeB166qM/hqdefault.jpg,"As you guys know the drill like, comment and subscribe.

Instagram - https://www.instagram.com/snaxgaming/

Discord - https://discord.gg/RXQEmY2UdB

Fb - https://www.facebook.com/SnaxGamingBGMI/

Twit"
2026-03-12,YouTube,qV1jBtJjLQU,1v3 win royal pass |  BGMI  #shortsfeed #livestream #bgmilive,M YADAV is LIVE ,https://www.youtube.com/watch?v=qV1jBtJjLQU,189781,1151,1,2026-03-12T09:49:24Z,4958,https://i.ytimg.com/vi/qV1jBtJjLQU/hqdefault.jpg,"UPI Id  =sandeep.vamani@okicici
MY BGMI ID = 51344009824
step 1: 1v3 hoga usme  MVP banna hai OR JITNA BHI HOGA 
step 2: MVP bannne  ke  bad 1v1 hoga usme  2 match honge 
step 3: jisme 2 match win kar"
2026-03-12,YouTube,pG-q2NITDmg,🥶BGMI 4.3 UPDATE IS HERE😎 | BGMI LIVE🔴,Mayur Gaming React,https://www.youtube.com/watch?v=pG-q2NITDmg,142221,3602,2,2026-03-12T10:05:22Z,25223,https://i.ytimg.com/vi/pG-q2NITDmg/hqdefault.jpg,"#shortslive #bgmi #pubgm #shorts 

TAGS-  BGMI Live, BGMI live Gameplay, Live Gamer, Live Gameplay, Live Streaming, PUBG Mobile Live, BGMI Gameplay, Live BGMI

😎Maintaining 20KD! - BGMI with  ⁨@LoLzZz"
2026-03-12,YouTube,1gNmwasP1pQ,LETS TRY 30 SOLO KILLS #shortsfeed #shortslive  #shorts #live #bgmi #shanislive2 #shanislive,SHAN PLAYS,https://www.youtube.com/watch?v=1gNmwasP1pQ,141383,134,0,2026-03-12T10:31:34Z,10176,https://i.ytimg.com/vi/1gNmwasP1pQ/hqdefault.jpg,"BGMI AGGRISIVE GAMPLAY ONLY #shortsfeed #shortslive  #shorts #live #bgmi #shanislive 
 #bgmi #pubg #pubgmobile #bgmindia #pubgindia #pubgmemes #pubgmobileindia #battlegroundmobileindia #gaming #pubgfu"
2026-03-12,YouTube,9WnPA9WzQ1g,FOOL M416 KA JALWA  | BGMI LIVE |#ericislive #bgmi #shorts #verticallivestream,ERIC is LIVE,https://www.youtube.com/watch?v=9WnPA9WzQ1g,82858,1740,2,2026-03-12T03:26:05Z,6772,https://i.ytimg.com/vi/9WnPA9WzQ1g/hqdefault.jpg,FOOL M416 KA JALWA  | BGMI LIVE |#ericislive #bgmi #shorts #verticallivestream  Eric Social Media Handles •📷Instagram :https://www.instagram.com/ig_ericislive/profilecard/?igsh=MWtibDh4enoxeW5yZg==   
2026-03-12,YouTube,5K_SKo5hoV4,BGMI 120 FPS Gameplay on [ IPHONE 17 PRO MAX] - Best Smartphone for Gaming,PARTAP IS LIVE,https://www.youtube.com/watch?v=5K_SKo5hoV4,66501,477,0,2026-03-12T09:50:33Z,12572,https://i.ytimg.com/vi/5K_SKo5hoV4/hqdefault.jpg,"CAN WE MAKE TOM LOSE IT?! JOIN US AS WE TRY TO MAKE TOM DO THE CRAZIEST THINGS! DON'T MISS THE HILARIOUS OUTFITS AND ALL THE NEW MINI-GAMES! VOTE IN CHAT ON WHAT TOM SHOULD DO NEXT! LETS GOOOOO!
UPI -"
2026-03-12,YouTube,8j_DOqY3Crk,“🔥 BGMI NEW 4.2 UPDATE CLASSIC EXPLORE AND TDM ROOMS🔥 |  #bgmi #short #bgmilive #1v1room,Neptune is live ,https://www.youtube.com/watch?v=8j_DOqY3Crk,34523,481,0,2026-03-12T01:03:41Z,21421,https://i.ytimg.com/vi/8j_DOqY3Crk/hqdefault.jpg,"🗣 FOLLOW ME ON 
 
WHATSAPP = https://chat.whatsapp.com/Fj9vn0EMlHQ99BbdYyAdbT
INSTAGRAM 📷 = https://www.instagram.com/stymphalist._?igsh=MWU0dW9yNXFzbTdkaw==&utm_source=ig_contact_invite


YOUTUBE ▶ ="
2026-03-12,YouTube,NIli2_V2tfg,I'm Back🔥|| BGMI LIVE TELUGU || #shoutoutyt #reels #telugulive #bgmi,Shoutout YT,https://www.youtube.com/watch?v=NIli2_V2tfg,30322,814,0,2026-03-12T09:55:27Z,9576,https://i.ytimg.com/vi/NIli2_V2tfg/hqdefault.jpg,"Join this channel to get access to perks:
https://www.youtube.com/channel/UC6tvYS6thhkA-5-KU9X-wTA/join

For business inquiries;  Teamsoofficial07@gmail.com

🔥 Welcome to the Ultimate Telugu BGMI Live"
2026-03-12,YouTube,tJTIWgfaSIc,BGMI LIVE 🔴Conqueror Push With Subscribers Intense 1v4 Clutch Gameplay #shortsfeed #shorts #bgmilive,NDGUJJAR IS LIVE,https://www.youtube.com/watch?v=tJTIWgfaSIc,30100,114,0,2026-03-12T05:16:17Z,19003,https://i.ytimg.com/vi/tJTIWgfaSIc/hqdefault.jpg,"🔥 NDGUJJAR IS LIVE – BGMI Live Stream
Subscribe & Support ❤

⸻
🔥 BGMI LIVE STREAM 🔥

🎮 Gameplay Device: iPhone 13
📱 BGMI is played and recorded on iPhone 13 only

⌚ Watch frame is used ONLY for visual"
