fetched_date,platform,video_id,title,channel_or_user,url,views,likes,comments,published_at,duration_seconds,thumbnail_url,description_snippet
2026-08-28,YouTube,qjU0UIDyL-M,CUSTOM ROOM | 1v1 TDM | CLASSIC GAMEPLAY | BGMI LIVE WITH KHWAISH#pubgmobile #pubg #bgmi #pubgm,Khwaish Gaming YT,https://www.youtube.com/watch?v=qjU0UIDyL-M,130791,891,1,2026-08-28T00:04:03Z,18252,https://i.ytimg.com/vi/qjU0UIDyL-M/hqdefault.jpg,"Hey Cuties🥰 !! Khwaish This Side Recently I Started Streaming BGMI , Have A Look And Enjoy The Stream 🤍☀ 

💥 𝘽𝙂𝙈𝙄 𝙄𝘿  - 5375486753 💥

🔴 STREAM TIMING = 8 pm 

🔴 INTSA = khwaishgamingyt 

🔴 UPI = khwai"
2026-08-28,YouTube,OlkFvYmuCbM,🔴LIVE BGMI  | (Vertical) Andha Paisa Is Here #bgmi #gameplay  #livestream,AndhaPaisaLive,https://www.youtube.com/watch?v=OlkFvYmuCbM,61538,280,0,2026-08-28T05:20:45Z,16913,https://i.ytimg.com/vi/OlkFvYmuCbM/hqdefault.jpg,"Welcome to the stream! We are grinding BGMI today, pushing ranks, and having a blast with the squad. If you enjoy high-intensity gunfights, tactical gameplay, and daily live action, you’re in the righ"
2026-08-28,YouTube,F4-H-uw7dY4,“🔥 BGMI NEW 4.5 UPDATE CLASSIC EXPLORE AND TDM ROOMS🔥 |  #bgmi #short #bgmilive #1v1room,Neptune is live ,https://www.youtube.com/watch?v=F4-H-uw7dY4,48114,246,0,2026-08-28T00:12:35Z,18699,https://i.ytimg.com/vi/F4-H-uw7dY4/hqdefault.jpg,"🗣 FOLLOW ME ON 
 
WHATSAPP = https://chat.whatsapp.com/Fj9vn0EMlHQ99BbdYyAdbT
INSTAGRAM 📷 = https://www.instagram.com/stymphalist._?igsh=MWU0dW9yNXFzbTdkaw==&utm_source=ig_contact_invite


YOUTUBE ▶ ="
2026-08-28,YouTube,hMwIrUyTdvM,Campers #shorts #bgmi #pubg,ROHAN 2.0,https://www.youtube.com/watch?v=hMwIrUyTdvM,46533,976,1,2026-08-28T03:30:00Z,28,https://i.ytimg.com/vi/hMwIrUyTdvM/hqdefault.jpg,Campers #shorts #bgmi #pubg
2026-08-28,YouTube,cBdVekLRBBo,Epic Way to Get In The Car 💀 #bgmi #pubg #pubgmobile #short #shorts #shortsfeed #viral,AnuShubha Live,https://www.youtube.com/watch?v=cBdVekLRBBo,43286,3176,27,2026-08-28T05:30:37Z,26,https://i.ytimg.com/vi/cBdVekLRBBo/hqdefault.jpg,
2026-08-28,YouTube,pltLwekzPK0,Wait for end #shorts #bgmi #pubg,JOYBOY GAMER ,https://www.youtube.com/watch?v=pltLwekzPK0,38745,1351,4,2026-08-28T04:30:24Z,24,https://i.ytimg.com/vi/pltLwekzPK0/hqdefault.jpg,Wait for end #shorts #bgmi #pubg
2026-08-28,YouTube,D90RxxeIRlc,Neyoo React on Junior Spower 😱 Spower cute Reaction 😂 #esports #bgmi #gaming #godlike #neyoo,YoonaIsLive ,https://www.youtube.com/watch?v=D90RxxeIRlc,32764,817,49,2026-08-28T05:45:00Z,89,https://i.ytimg.com/vi/D90RxxeIRlc/hqdefault.jpg,
2026-08-28,YouTube,jx83uMEDl9Y,Wait for end #shorts #bgmi #pubg,JOYBOY GAMER ,https://www.youtube.com/watch?v=jx83uMEDl9Y,32632,1344,7,2026-08-28T05:30:16Z,35,https://i.ytimg.com/vi/jx83uMEDl9Y/hqdefault.jpg,Wait for end #shorts #bgmi #pubg
2026-08-28,YouTube,h_DucnbZMJM,Top 5 Royal Pass in BGMI 👑,Zyon Gaming,https://www.youtube.com/watch?v=h_DucnbZMJM,28135,0,31,2026-08-28T00:45:26Z,72,https://i.ytimg.com/vi/h_DucnbZMJM/hqdefault.jpg,
2026-08-28,YouTube,h_DucnbZMJM,Top 5 Royal Pass in BGMI 👑,Zyon Gaming,https://www.youtube.com/watch?v=h_DucnbZMJM,28135,0,31,2026-08-28T00:45:26Z,72,https://i.ytimg.com/vi/h_DucnbZMJM/hqdefault.jpg,
