fetched_date,platform,video_id,title,channel_or_user,url,views,likes,comments,published_at,duration_seconds,thumbnail_url,description_snippet
2026-09-25,YouTube,QFZMoYwSQYs,CUSTOM ROOM | 1v1 TDM | CLASSIC GAMEPLAY | BGMI LIVE WITH KHWAISH#pubgmobile #pubg #bgmi #pubgm,Khwaish Gaming YT,https://www.youtube.com/watch?v=QFZMoYwSQYs,345700,1970,2,2026-09-25T00:44:26Z,24455,https://i.ytimg.com/vi/QFZMoYwSQYs/hqdefault.jpg,"Hey Cuties🥰 !! Khwaish This Side Recently I Started Streaming BGMI , Have A Look And Enjoy The Stream 🤍☀ 

💥 𝘽𝙂𝙈𝙄 𝙄𝘿  - 5375486753 💥

🔴 STREAM TIMING = 8 pm 

🔴 INTSA = khwaishgamingyt 

🔴 UPI = khwai"
2026-09-25,YouTube,ZTvWUkepLTA,Solo iPad Demon 😈 | BGMI Naruto x Spider-Man  | #bgmi #shortsfeed #rexxyplays #viral,Rexxy Plays,https://www.youtube.com/watch?v=ZTvWUkepLTA,231886,967,0,2026-09-25T01:28:44Z,23192,https://i.ytimg.com/vi/ZTvWUkepLTA/hqdefault.jpg,Solo iPad Demon 😈 | BGMI Naruto x Spider-Man  | #bgmi #shortsfeed #rexxyplays #viral
2026-09-25,YouTube,1FRSjmsiQRU,🔴LIVE BGMI  | (Verti)BGMI LIVE STREAM | Insane Gameplay & Tips 🎮🔥  #bgmi #gameplay  #livestream,AndhaPaisaLive,https://www.youtube.com/watch?v=1FRSjmsiQRU,86678,225,0,2026-09-25T05:07:37Z,14807,https://i.ytimg.com/vi/1FRSjmsiQRU/hqdefault.jpg,"BGMI LIVE 🎮 CONQUEROR RANK PUSH 💥 UNSTOPPABLE GAMEPLAY & HIGHLIGHTS

BGMI LIVE STREAM 💥 INSANE CLUTCHES & RANK PUSH (ROAD TO 10K SUBS) 🚀

BGMI RUSH GAMEPLAY LIVE 🔥 HIGH SENSITIVITY & NO RECOIL SETTING"
2026-09-25,YouTube,I_dq3uRa0KE,TOP 10 HOGA KYA AAJ !!  | JDvsALL | #bgmilive #bgmi,JDisLive,https://www.youtube.com/watch?v=I_dq3uRa0KE,57032,1428,1,2026-09-25T00:22:11Z,26787,https://i.ytimg.com/vi/I_dq3uRa0KE/hqdefault.jpg,"Full screen Stream - https://kick.com/realjdvsall

#bgmi  #jdislive #pubglive #bgmilives 

Join this channel to get access to perks:
https//www.youtube.com/channel/UCtW0Y_0zofs3cGR9Joo7_kg/join

Welco"
2026-09-25,YouTube,SMdkAcjqtTI,LIVE VERTICAL -New Update 4.6 Total Rush Gameplay  | BGMI | PUBG MOBILE | #bgmi #pubg,Beast is Live,https://www.youtube.com/watch?v=SMdkAcjqtTI,40596,83,0,2026-09-25T01:03:32Z,11362,https://i.ytimg.com/vi/SMdkAcjqtTI/hqdefault.jpg,"#shortsfeed #shortslive #pubg
PUBG ID - 5564860546
5 Finger Gameplay 

PC setup link - https://youtube.com/shorts/ilrBN5pk5D4

PC specs: 
Processor: 11th Gen Intel(R) Core(TM) i9-11900KF @ 3.50GHz 
RA"
2026-09-25,YouTube,W7rwzBpOS6s,Beat Me = Win 360 UC* 1Tv1 Subs#bgmi #pubgmobile,PRADHAN IS LIVE ,https://www.youtube.com/watch?v=W7rwzBpOS6s,20411,184,0,2026-09-25T04:00:35Z,4876,https://i.ytimg.com/vi/W7rwzBpOS6s/hqdefault.jpg,"🔥 LIVE 1v1 TDM ROOM 🔥
⚔️ Pro-Level 1v1 Battles | iPad Pro M2 Smooth Gameplay | Razer BlackShark V2 Crisp Audio

💥 God-level reflex, full gyro, and brutal sprays in fast-paced TDM matches!
🎮 Top-tier i"
2026-09-25,YouTube,TJcV1qD4CM8,🔥100000 UC NEW MINI CRATE OPENING | BGMI LIVE🔴,Mayur Gaming React,https://www.youtube.com/watch?v=TJcV1qD4CM8,17611,1331,0,2026-09-25T03:10:34Z,0,https://i.ytimg.com/vi/TJcV1qD4CM8/hqdefault_live.jpg,"🔥LIVE - Only Chicken Challenges in BGMI w  JONATHAN GAMNG | #shortslive #shortfeed #bgmilive

🥶LIVE - ULTIMATE ROYALE RANK PUSH w  @LoLzZzGaming   | #shortslive #shortfeed #bgmilive #lolzzz #newupdate"
2026-09-25,YouTube,HTV28royEqg,BGMI 4.7 UPDATE 😍 Starsea Admiral Akm Return | Bgmi id Unban ? | Cyber Week Bgmi | Bgmi New Update,Gk Afroz,https://www.youtube.com/watch?v=HTV28royEqg,17032,1753,184,2026-09-25T02:45:19Z,536,https://i.ytimg.com/vi/HTV28royEqg/hqdefault.jpg,BGMI 4.7 UPDATE 😍 Starsea Admiral Akm Return | Bgmi id Unban ? | Cyber Week Bgmi | Bgmi New Update
2026-09-25,YouTube,yNhDBpS3byE,TROLLING EVERY ENEMY I FIND 😂💀 | BGMI LIVE TELUGU 🔴#shorts   #youtubeshorts#shorts   #youtubeshorts,MAFIX YT,https://www.youtube.com/watch?v=yNhDBpS3byE,14697,120,0,2026-09-25T05:09:17Z,7573,https://i.ytimg.com/vi/yNhDBpS3byE/hqdefault.jpg,"#bgmi   #bgmilive  #shorts  
bgmilivetelugu"
2026-09-25,YouTube,WQ4-WA02Y6A,Most SHOCKING NEWS…🥶SPOWER in TAG? BGMI H@CKER Ban- Lolzzz Angry 😡BMSD Teams Points Cut? Full Story😳,Sparky,https://www.youtube.com/watch?v=WQ4-WA02Y6A,11875,343,19,2026-09-25T01:30:27Z,622,https://i.ytimg.com/vi/WQ4-WA02Y6A/hqdefault.jpg,"Most SHOCKING NEWS…🥶SPOWER in TAG? BGMI H@CKER Ban- Lolzzz Angry 😡BMSD Teams Points Cut? Full Story😳


🎙️ Voiceover is done by SHOWMAN. Kindly note that SHOWMAN and SPARKY are two separate individuals"
