fetched_date,platform,video_id,title,channel_or_user,url,views,likes,comments,published_at,duration_seconds,thumbnail_url,description_snippet
2026-08-27,YouTube,_2pl9G-IFcI,I'm BACK✨ | BGMI 4.5 Gameplay | Rush Gameplay #shortsfeed #shorts,SMITHA PLAYS ,https://www.youtube.com/watch?v=_2pl9G-IFcI,56244,779,0,2026-08-27T11:10:24Z,20647,https://i.ytimg.com/vi/_2pl9G-IFcI/hqdefault.jpg,"Join this channel to get access to perks:
   / @smithaplays  

--------------------------------------------------------------------------------------------------------------------------------

Hello! "
2026-08-27,YouTube,_L7g-x7xsl0,Cinema in pubg #shorts #bgmi #pubg,JOYBOY GAMER ,https://www.youtube.com/watch?v=_L7g-x7xsl0,45431,1389,15,2026-08-27T02:30:21Z,21,https://i.ytimg.com/vi/_L7g-x7xsl0/hqdefault.jpg,Cinema in pubg #shorts #bgmi #pubg
2026-08-27,YouTube,nMb-qqPNdxc,New Ultimate and M416 in Bgmi | #bgmi,HASAN PlaysYT,https://www.youtube.com/watch?v=nMb-qqPNdxc,27062,3318,42,2026-08-27T03:00:34Z,124,https://i.ytimg.com/vi/nMb-qqPNdxc/hqdefault.jpg,"Thanks For Watching🎮⚡ #bgmi #youtubeshorts #shortsfeed #viralvideoshorts #trending
         ‪‪


#bgmishortsviralkaisekare
#bgmishortsfunny
#bgmishortstdm
#bgmishortseditingvn



Tags 🍂

Ненужные теги"
2026-08-27,YouTube,lYX9T5OlH-k,🔴LIVE BGMI  | Ahjaoo Spidy Event Khelte Hai #bgmi #gameplay  #livestream,AndhaPaisaLive,https://www.youtube.com/watch?v=lYX9T5OlH-k,19668,165,0,2026-08-27T05:11:45Z,16380,https://i.ytimg.com/vi/lYX9T5OlH-k/hqdefault.jpg,"Welcome to the stream! We are grinding BGMI today, pushing ranks, and having a blast with the squad. If you enjoy high-intensity gunfights, tactical gameplay, and daily live action, you’re in the righ"
2026-08-27,YouTube,Us0RA613-Ak,Mizo Zgod funny moments 😂😍 #bgmi #pubgmobile #pubg,NeoArmyLive,https://www.youtube.com/watch?v=Us0RA613-Ak,17799,0,26,2026-08-27T01:31:54Z,18,https://i.ytimg.com/vi/Us0RA613-Ak/hqdefault.jpg,"Mizo Zgod funny moments 😂😍 #bgmi #pubgmobile #pubg


#bgmi 
#kraftonbgmiban 
#pubgmobile 
#bgmiunbanand 
#battleroyalegame 
#gaming 
#unbanpubgtoday 
#mobilegame 
#pubg 
#payalop 
#shorts 
#short 
#sh"
2026-08-27,YouTube,Ru7PiaBVd7Q,Jonathan trolling jelly #shorts #bgmi #pubg,ROHAN 2.0,https://www.youtube.com/watch?v=Ru7PiaBVd7Q,17676,629,4,2026-08-27T05:30:25Z,27,https://i.ytimg.com/vi/Ru7PiaBVd7Q/hqdefault.jpg,Jonathan trolling jelly #shorts #bgmi #pubg
2026-08-27,YouTube,lCrw_OwR2-Y,INDIA IS BIGGEST GAMING YOUTUBER TECHNO GAMER #technogamerz #gta #freefire #bgmi #shorts,Tof Gamer ,https://www.youtube.com/watch?v=lCrw_OwR2-Y,16963,0,6,2026-08-27T03:39:28Z,31,https://i.ytimg.com/vi/lCrw_OwR2-Y/hqdefault.jpg,INDIA IS BIGGEST GAMING YOUTUBER TECHNO GAMER #technogamerz #gta #freefire #bgmi #shorts #trending #trendingshorts #viral #shorts #gaming #gameplay #games #minecraft
2026-08-27,YouTube,FGR3RoG3jvU,BGMS 2026 LIVE 🔥 WATCH PARTY | BGMI MASTERS SERIES S5 | LIVE MATCH,NDGujjar Gaming,https://www.youtube.com/watch?v=FGR3RoG3jvU,16184,565,0,2026-08-27T10:06:53Z,0,https://i.ytimg.com/vi/FGR3RoG3jvU/hqdefault_live.jpg,"🔴 BGMS 2026 WATCH PARTY LIVE 🔥

Welcome to the ultimate BGMS 2026 Watch Party! 🏆🔥
Aaj ke BGMI Masters Series Season 5 ke LIVE action ko mere saath enjoy karo.

🎮 BGMS 2026
🔥 BGMI Masters Series – Seas"
2026-08-27,YouTube,gRGQun3b8Qc,Girl Hacker 💀! #bgmi #shorts #desiplayz,DESI PLAYz,https://www.youtube.com/watch?v=gRGQun3b8Qc,14178,2299,30,2026-08-27T02:55:34Z,50,https://i.ytimg.com/vi/gRGQun3b8Qc/hqdefault.jpg,
2026-08-27,YouTube,agV9PghOm-Y,Impossible Chicken Dinner🔥 In Open Area In BGMI,Kodi Plays,https://www.youtube.com/watch?v=agV9PghOm-Y,13337,715,3,2026-08-27T02:30:32Z,71,https://i.ytimg.com/vi/agV9PghOm-Y/hqdefault.jpg,"​@KodiPlays2 @kodiplays 
#kodiplays #kodiplayssolovssquads #pubgmobile #bgmi

Impossible Chicken Dinner🔥 In Open Area In BGMI

#pubgmtelugu #pubg #bgmi #bgmitelugu #Shorts #Short #bgmi #pubgm #solovss"
